Unit,,F,f_contrast,Score,f_gj,Score
34,,7,1,-1.8975,6,1.8975
决心,,7,1,-1.8975,6,1.8975
一个月,,7,1,-1.8975,6,1.8975
人物,,7,1,-1.8975,6,1.8975
民粹,,7,1,-1.8975,6,1.8975
立刻,,7,1,-1.8975,6,1.8975
出门,,7,1,-1.8975,6,1.8975
互联网,,7,1,-1.8975,6,1.8975
卡车,,7,1,-1.8975,6,1.8975
背离,,7,1,-1.8975,6,1.8975
136,,7,1,-1.8975,6,1.8975
委托,,7,1,-1.8975,6,1.8975
李洋,,7,1,-1.8975,6,1.8975
发生冲突,,7,1,-1.8975,6,1.8975
100,,35,15,-1.8869,20,1.8869
一直,,44,20,-1.8441,24,1.8441
所,,85,43,-1.8426,42,1.8426
令,,31,13,-1.8339,18,1.8339
过去,,31,13,-1.8339,18,1.8339
当前,,31,13,-1.8339,18,1.8339
问题,,176,96,-1.8176,80,1.8176
群众,,9,2,-1.7893,7,1.7893
观点,,9,2,-1.7893,7,1.7893
延续,,9,2,-1.7893,7,1.7893
转向,,9,2,-1.7893,7,1.7893
大城市,,9,2,-1.7893,7,1.7893
遭受,,9,2,-1.7893,7,1.7893
创纪录,,9,2,-1.7893,7,1.7893
视察,,9,2,-1.7893,7,1.7893
诸多,,9,2,-1.7893,7,1.7893
防范,,9,2,-1.7893,7,1.7893
极,,9,2,-1.7893,7,1.7893
契机,,9,2,-1.7893,7,1.7893
极大,,9,2,-1.7893,7,1.7893
享受,,9,2,-1.7893,7,1.7893
法国外交部,,9,2,-1.7893,7,1.7893
因为,,67,33,-1.7878,34,1.7878
此次,,67,33,-1.7878,34,1.7878
不要,,25,10,-1.7631,15,1.7631
比,,25,10,-1.7631,15,1.7631
一般,,11,3,-1.7361,8,1.7361
在于,,11,3,-1.7361,8,1.7361
斯特拉斯堡,,11,3,-1.7361,8,1.7361
圣诞,,11,3,-1.7361,8,1.7361
假期,,11,3,-1.7361,8,1.7361
标语,,11,3,-1.7361,8,1.7361
税务,,11,3,-1.7361,8,1.7361
橱窗,,4,0,-1.7171,4,1.7171
忽略,,4,0,-1.7171,4,1.7171
贫穷,,4,0,-1.7171,4,1.7171
塞纳河,,4,0,-1.7171,4,1.7171
增税,,4,0,-1.7171,4,1.7171
公务员,,4,0,-1.7171,4,1.7171
傲慢,,4,0,-1.7171,4,1.7171
加重,,4,0,-1.7171,4,1.7171
燃烧,,4,0,-1.7171,4,1.7171
闹事,,4,0,-1.7171,4,1.7171
赛尔,,4,0,-1.7171,4,1.7171
伊达尔戈,,4,0,-1.7171,4,1.7171
欧分,,4,0,-1.7171,4,1.7171
碳,,4,0,-1.7171,4,1.7171
补助,,4,0,-1.7171,4,1.7171
贫富差距,,4,0,-1.7171,4,1.7171
夹心,,4,0,-1.7171,4,1.7171
层,,4,0,-1.7171,4,1.7171
国有,,4,0,-1.7171,4,1.7171
累积,,4,0,-1.7171,4,1.7171
展品,,4,0,-1.7171,4,1.7171
环保,,4,0,-1.7171,4,1.7171
料到,,4,0,-1.7171,4,1.7171
摩托车,,4,0,-1.7171,4,1.7171
目前为止,,4,0,-1.7171,4,1.7171
海牙,,4,0,-1.7171,4,1.7171
高呼,,4,0,-1.7171,4,1.7171
面包屑,,4,0,-1.7171,4,1.7171
面包,,4,0,-1.7171,4,1.7171
六项,,4,0,-1.7171,4,1.7171
停息,,4,0,-1.7171,4,1.7171
诺曼底,,4,0,-1.7171,4,1.7171
十余年,,4,0,-1.7171,4,1.7171
迟且,,4,0,-1.7171,4,1.7171
法媒,,4,0,-1.7171,4,1.7171
中低收入,,4,0,-1.7171,4,1.7171
稳固,,4,0,-1.7171,4,1.7171
大刀阔斧,,4,0,-1.7171,4,1.7171
链接,,4,0,-1.7171,4,1.7171
轮式,,4,0,-1.7171,4,1.7171
戒备,,4,0,-1.7171,4,1.7171
极右,,4,0,-1.7171,4,1.7171
据法广,,4,0,-1.7171,4,1.7171
董铭,,4,0,-1.7171,4,1.7171
年终奖,,4,0,-1.7171,4,1.7171
免税,,4,0,-1.7171,4,1.7171
率,,4,0,-1.7171,4,1.7171
税改,,4,0,-1.7171,4,1.7171
书上,,4,0,-1.7171,4,1.7171
蔓延到,,4,0,-1.7171,4,1.7171
埃马,,4,0,-1.7171,4,1.7171
纽埃,,4,0,-1.7171,4,1.7171
数十亿,,4,0,-1.7171,4,1.7171
不敢,,4,0,-1.7171,4,1.7171
折射出,,4,0,-1.7171,4,1.7171
少数,,4,0,-1.7171,4,1.7171
物价,,4,0,-1.7171,4,1.7171
居民,,4,0,-1.7171,4,1.7171
木屋,,4,0,-1.7171,4,1.7171
拆除,,4,0,-1.7171,4,1.7171
烧,,4,0,-1.7171,4,1.7171
答复,,4,0,-1.7171,4,1.7171
象征意义,,4,0,-1.7171,4,1.7171
常态,,4,0,-1.7171,4,1.7171
强势,,4,0,-1.7171,4,1.7171
离职,,4,0,-1.7171,4,1.7171
个人风格,,4,0,-1.7171,4,1.7171
职工,,4,0,-1.7171,4,1.7171
少于,,4,0,-1.7171,4,1.7171
试探,,4,0,-1.7171,4,1.7171
选题,,4,0,-1.7171,4,1.7171
借,,4,0,-1.7171,4,1.7171
解决办法,,4,0,-1.7171,4,1.7171
趁机,,4,0,-1.7171,4,1.7171
洛朗,,4,0,-1.7171,4,1.7171
总理府,,4,0,-1.7171,4,1.7171
持续时间,,4,0,-1.7171,4,1.7171
倾向,,4,0,-1.7171,4,1.7171
暴露出,,4,0,-1.7171,4,1.7171
深层,,4,0,-1.7171,4,1.7171
纳税,,4,0,-1.7171,4,1.7171
反感,,4,0,-1.7171,4,1.7171
所致,,4,0,-1.7171,4,1.7171
日趋,,4,0,-1.7171,4,1.7171
代议制,,4,0,-1.7171,4,1.7171
赤字,,4,0,-1.7171,4,1.7171
江致,,4,0,-1.7171,4,1.7171
长虹,,4,0,-1.7171,4,1.7171
不可收拾,,4,0,-1.7171,4,1.7171
涌入,,4,0,-1.7171,4,1.7171
66000,,4,0,-1.7171,4,1.7171
69000,,4,0,-1.7171,4,1.7171
近一半,,4,0,-1.7171,4,1.7171
看不到,,4,0,-1.7171,4,1.7171
BFMTV,,4,0,-1.7171,4,1.7171
反对者,,4,0,-1.7171,4,1.7171
财税,,4,0,-1.7171,4,1.7171
埃拉,,4,0,-1.7171,4,1.7171
鲁佳,,4,0,-1.7171,4,1.7171
最低谷,,4,0,-1.7171,4,1.7171
赋税,,4,0,-1.7171,4,1.7171
托尼内利,,4,0,-1.7171,4,1.7171
介于,,4,0,-1.7171,4,1.7171
未果,,4,0,-1.7171,4,1.7171
政治化,,4,0,-1.7171,4,1.7171
武装人员,,19,7,-1.7122,12,1.7122
而是,,19,7,-1.7122,12,1.7122
余人,,13,4,-1.7109,9,1.7109
标准,,13,4,-1.7109,9,1.7109
自从,,13,4,-1.7109,9,1.7109
迫使,,13,4,-1.7109,9,1.7109
局面,,17,6,-1.7036,11,1.7036
表明,,17,6,-1.7036,11,1.7036
尤其,,17,6,-1.7036,11,1.7036
防止,,15,5,-1.702,10,1.702
拘捕,,15,5,-1.702,10,1.702
周,,15,5,-1.702,10,1.702
经历,,15,5,-1.702,10,1.702
工人,,15,5,-1.702,10,1.702
但是,,32,14,-1.6574,18,1.6574
民主,,41,19,-1.6314,22,1.6314
使,,30,13,-1.6275,17,1.6275
最近,,30,13,-1.6275,17,1.6275
这次,,48,23,-1.5982,25,1.5982
批评,,28,12,-1.5981,16,1.5981
被,,286,163,-1.5964,123,1.5964
实施,,37,17,-1.5641,20,1.5641
提醒,,24,10,-1.542,14,1.542
形象,,24,10,-1.542,14,1.542
背景,,24,10,-1.542,14,1.542
涨,,6,1,-1.5295,5,1.5295
摆设,,6,1,-1.5295,5,1.5295
审议,,6,1,-1.5295,5,1.5295
社会福利,,6,1,-1.5295,5,1.5295
敏感,,6,1,-1.5295,5,1.5295
放缓,,6,1,-1.5295,5,1.5295
脸书,,6,1,-1.5295,5,1.5295
反抗,,6,1,-1.5295,5,1.5295
惩罚,,6,1,-1.5295,5,1.5295
风暴,,6,1,-1.5295,5,1.5295
深层次,,6,1,-1.5295,5,1.5295
挥舞,,6,1,-1.5295,5,1.5295
中有,,6,1,-1.5295,5,1.5295
意在,,6,1,-1.5295,5,1.5295
征集,,6,1,-1.5295,5,1.5295
耶,,6,1,-1.5295,5,1.5295
领导者,,6,1,-1.5295,5,1.5295
脸,,6,1,-1.5295,5,1.5295
边缘,,6,1,-1.5295,5,1.5295
64,,6,1,-1.5295,5,1.5295
以期,,6,1,-1.5295,5,1.5295
飙升,,6,1,-1.5295,5,1.5295
雪上加霜,,6,1,-1.5295,5,1.5295
满意,,6,1,-1.5295,5,1.5295
气候,,6,1,-1.5295,5,1.5295
时报,,6,1,-1.5295,5,1.5295
标志,,6,1,-1.5295,5,1.5295
四项,,6,1,-1.5295,5,1.5295
席卷,,6,1,-1.5295,5,1.5295
不乏,,6,1,-1.5295,5,1.5295
民生,,6,1,-1.5295,5,1.5295
工资,,6,1,-1.5295,5,1.5295
克里姆林宫,,6,1,-1.5295,5,1.5295
焦点,,6,1,-1.5295,5,1.5295
申报,,6,1,-1.5295,5,1.5295
短期内,,6,1,-1.5295,5,1.5295
第一轮,,6,1,-1.5295,5,1.5295
严惩,,6,1,-1.5295,5,1.5295
做出,,44,21,-1.5282,23,1.5282
多数,,22,9,-1.5157,13,1.5157
集会,,22,9,-1.5157,13,1.5157
逮捕,,22,9,-1.5157,13,1.5157
期间,,65,33,-1.4982,32,1.4982
放弃,,20,8,-1.4911,12,1.4911
只是,,49,24,-1.4732,25,1.4732
做法,,18,7,-1.4689,11,1.4689
难以,,18,7,-1.4689,11,1.4689
公共,,18,7,-1.4689,11,1.4689
民心,,8,2,-1.4602,6,1.4602
审判,,8,2,-1.4602,6,1.4602
56,,8,2,-1.4602,6,1.4602
占据,,8,2,-1.4602,6,1.4602
所获,,8,2,-1.4602,6,1.4602
大多,,8,2,-1.4602,6,1.4602
各大,,8,2,-1.4602,6,1.4602
高达,,8,2,-1.4602,6,1.4602
二战,,8,2,-1.4602,6,1.4602
还会,,8,2,-1.4602,6,1.4602
掀起,,8,2,-1.4602,6,1.4602
特约记者,,8,2,-1.4602,6,1.4602
很难,,8,2,-1.4602,6,1.4602
政界,,8,2,-1.4602,6,1.4602
不同,,40,19,-1.4577,21,1.4577
还有,,40,19,-1.4577,21,1.4577
迅速,,16,6,-1.45,10,1.45
购物,,16,6,-1.45,10,1.45
迹象,,14,5,-1.4359,9,1.4359
网上,,14,5,-1.4359,9,1.4359
选民,,14,5,-1.4359,9,1.4359
拉,,14,5,-1.4359,9,1.4359
全部,,14,5,-1.4359,9,1.4359
多人,,14,5,-1.4359,9,1.4359
鼓励,,14,5,-1.4359,9,1.4359
知名,,14,5,-1.4359,9,1.4359
月初,,10,3,-1.4342,7,1.4342
出售,,10,3,-1.4342,7,1.4342
艰难,,10,3,-1.4342,7,1.4342
触发,,10,3,-1.4342,7,1.4342
价格,,10,3,-1.4342,7,1.4342
最初,,10,3,-1.4342,7,1.4342
没,,10,3,-1.4342,7,1.4342
来,,87,46,-1.4307,41,1.4307
当晚,,12,4,-1.4291,8,1.4291
重要性,,12,4,-1.4291,8,1.4291
联盟党,,12,4,-1.4291,8,1.4291
质疑,,12,4,-1.4291,8,1.4291
化,,12,4,-1.4291,8,1.4291
背后,,12,4,-1.4291,8,1.4291
资料,,12,4,-1.4291,8,1.4291
卫报,,12,4,-1.4291,8,1.4291
现象,,12,4,-1.4291,8,1.4291
中新社,,12,4,-1.4291,8,1.4291
受伤,,54,27,-1.4287,27,1.4287
对,,549,324,-1.4245,225,1.4245
日,,965,579,-1.4045,386,1.4045
更,,153,85,-1.4016,68,1.4016
铁路,,27,12,-1.3966,15,1.3966
且,,27,12,-1.3966,15,1.3966
对此,,36,17,-1.3865,19,1.3865
几乎,,25,11,-1.3636,14,1.3636
提前,,25,11,-1.3636,14,1.3636
禁止,,23,10,-1.331,13,1.331
各种,,23,10,-1.331,13,1.331
解决,,32,15,-1.3145,17,1.3145
两个,,32,15,-1.3145,17,1.3145
应,,21,9,-1.2989,12,1.2989
另一方面,,21,9,-1.2989,12,1.2989
一地,,3,0,-1.2878,3,1.2878
直奔,,3,0,-1.2878,3,1.2878
慢慢,,3,0,-1.2878,3,1.2878
税率,,3,0,-1.2878,3,1.2878
铁路工人,,3,0,-1.2878,3,1.2878
尖锐,,3,0,-1.2878,3,1.2878
梅朗雄,,3,0,-1.2878,3,1.2878
中产,,3,0,-1.2878,3,1.2878
发泄,,3,0,-1.2878,3,1.2878
第三个,,3,0,-1.2878,3,1.2878
无政府主义,,3,0,-1.2878,3,1.2878
混入,,3,0,-1.2878,3,1.2878
识别,,3,0,-1.2878,3,1.2878
清洁,,3,0,-1.2878,3,1.2878
成本增加,,3,0,-1.2878,3,1.2878
颇为,,3,0,-1.2878,3,1.2878
相较,,3,0,-1.2878,3,1.2878
利在,,3,0,-1.2878,3,1.2878
烧车,,3,0,-1.2878,3,1.2878
初衷,,3,0,-1.2878,3,1.2878
昔日,,3,0,-1.2878,3,1.2878
德龙省,,3,0,-1.2878,3,1.2878
八成,,3,0,-1.2878,3,1.2878
实际效果,,3,0,-1.2878,3,1.2878
游行者,,3,0,-1.2878,3,1.2878
吴雨伦,,3,0,-1.2878,3,1.2878
干扰,,3,0,-1.2878,3,1.2878
难,,3,0,-1.2878,3,1.2878
布列塔尼,,3,0,-1.2878,3,1.2878
同情,,3,0,-1.2878,3,1.2878
铁路职工,,3,0,-1.2878,3,1.2878
执法人员,,3,0,-1.2878,3,1.2878
歌剧院,,3,0,-1.2878,3,1.2878
社论,,3,0,-1.2878,3,1.2878
未知数,,3,0,-1.2878,3,1.2878
行不通,,3,0,-1.2878,3,1.2878
热点,,3,0,-1.2878,3,1.2878
维持秩序,,3,0,-1.2878,3,1.2878
赵晨,,3,0,-1.2878,3,1.2878
症结,,3,0,-1.2878,3,1.2878
即时,,3,0,-1.2878,3,1.2878
孙浩,,3,0,-1.2878,3,1.2878
沉默,,3,0,-1.2878,3,1.2878
压垮,,3,0,-1.2878,3,1.2878
一根,,3,0,-1.2878,3,1.2878
稻草,,3,0,-1.2878,3,1.2878
姚蒙,,3,0,-1.2878,3,1.2878
多辆,,3,0,-1.2878,3,1.2878
著名景点,,3,0,-1.2878,3,1.2878
几千人,,3,0,-1.2878,3,1.2878
国际形象,,3,0,-1.2878,3,1.2878
六个月,,3,0,-1.2878,3,1.2878
步伐,,3,0,-1.2878,3,1.2878
雄心,,3,0,-1.2878,3,1.2878
滥用,,3,0,-1.2878,3,1.2878
送交,,3,0,-1.2878,3,1.2878
该党,,3,0,-1.2878,3,1.2878
不能容忍,,3,0,-1.2878,3,1.2878
本身,,3,0,-1.2878,3,1.2878
大为,,3,0,-1.2878,3,1.2878
每月,,3,0,-1.2878,3,1.2878
社保,,3,0,-1.2878,3,1.2878
加薪,,3,0,-1.2878,3,1.2878
太迟,,3,0,-1.2878,3,1.2878
不公,,3,0,-1.2878,3,1.2878
3500,,3,0,-1.2878,3,1.2878
月工资,,3,0,-1.2878,3,1.2878
尴尬,,3,0,-1.2878,3,1.2878
欧元区,,3,0,-1.2878,3,1.2878
城镇,,3,0,-1.2878,3,1.2878
十多年,,3,0,-1.2878,3,1.2878
激进,,3,0,-1.2878,3,1.2878
居高不下,,3,0,-1.2878,3,1.2878
团结起来,,3,0,-1.2878,3,1.2878
希腊,,3,0,-1.2878,3,1.2878
高压,,3,0,-1.2878,3,1.2878
386,,3,0,-1.2878,3,1.2878
某些,,3,0,-1.2878,3,1.2878
平静,,3,0,-1.2878,3,1.2878
帕隆,,3,0,-1.2878,3,1.2878
转盘,,3,0,-1.2878,3,1.2878
公路运输,,3,0,-1.2878,3,1.2878
施放,,3,0,-1.2878,3,1.2878
群里,,3,0,-1.2878,3,1.2878
雅克,,3,0,-1.2878,3,1.2878
第六次,,3,0,-1.2878,3,1.2878
火焰,,3,0,-1.2878,3,1.2878
严格,,3,0,-1.2878,3,1.2878
公信力,,3,0,-1.2878,3,1.2878
太慢,,3,0,-1.2878,3,1.2878
法国参议院,,3,0,-1.2878,3,1.2878
皮埃尔,,3,0,-1.2878,3,1.2878
公关,,3,0,-1.2878,3,1.2878
势必会,,3,0,-1.2878,3,1.2878
关键时刻,,3,0,-1.2878,3,1.2878
改革方案,,3,0,-1.2878,3,1.2878
万余,,3,0,-1.2878,3,1.2878
停歇,,3,0,-1.2878,3,1.2878
分化,,3,0,-1.2878,3,1.2878
税制,,3,0,-1.2878,3,1.2878
半年,,3,0,-1.2878,3,1.2878
煽动,,3,0,-1.2878,3,1.2878
桥,,3,0,-1.2878,3,1.2878
逃离,,3,0,-1.2878,3,1.2878
百名,,3,0,-1.2878,3,1.2878
屡次,,3,0,-1.2878,3,1.2878
机关,,3,0,-1.2878,3,1.2878
衣衫,,3,0,-1.2878,3,1.2878
破坏活动,,3,0,-1.2878,3,1.2878
赞同,,3,0,-1.2878,3,1.2878
大街,,3,0,-1.2878,3,1.2878
闫瑾,,3,0,-1.2878,3,1.2878
搁浅,,3,0,-1.2878,3,1.2878
促使,,3,0,-1.2878,3,1.2878
急于,,3,0,-1.2878,3,1.2878
动力,,3,0,-1.2878,3,1.2878
各阶层,,3,0,-1.2878,3,1.2878
气势,,3,0,-1.2878,3,1.2878
住房补贴,,3,0,-1.2878,3,1.2878
稍,,3,0,-1.2878,3,1.2878
下半年,,3,0,-1.2878,3,1.2878
得不到,,3,0,-1.2878,3,1.2878
脱节,,3,0,-1.2878,3,1.2878
日常,,3,0,-1.2878,3,1.2878
推波助澜,,3,0,-1.2878,3,1.2878
元旦,,3,0,-1.2878,3,1.2878
见效,,3,0,-1.2878,3,1.2878
死亡威胁,,3,0,-1.2878,3,1.2878
不止,,3,0,-1.2878,3,1.2878
冯德,,3,0,-1.2878,3,1.2878
召见,,3,0,-1.2878,3,1.2878
徐,,3,0,-1.2878,3,1.2878
永春,,3,0,-1.2878,3,1.2878
克里斯蒂安,,3,0,-1.2878,3,1.2878
马塞,,3,0,-1.2878,3,1.2878
意,,3,0,-1.2878,3,1.2878
大事,,3,0,-1.2878,3,1.2878
形容,,3,0,-1.2878,3,1.2878
宋鲁郑,,3,0,-1.2878,3,1.2878
Odoxa,,3,0,-1.2878,3,1.2878
RTL,,3,0,-1.2878,3,1.2878
客流量,,3,0,-1.2878,3,1.2878
旗号,,3,0,-1.2878,3,1.2878
眼睛,,3,0,-1.2878,3,1.2878
国歌,,3,0,-1.2878,3,1.2878
马赛曲,,3,0,-1.2878,3,1.2878
群组,,3,0,-1.2878,3,1.2878
新税,,3,0,-1.2878,3,1.2878
再用,,3,0,-1.2878,3,1.2878
延烧,,3,0,-1.2878,3,1.2878
278,,3,0,-1.2878,3,1.2878
79,,3,0,-1.2878,3,1.2878
实体店,,3,0,-1.2878,3,1.2878
顾客,,3,0,-1.2878,3,1.2878
认错,,3,0,-1.2878,3,1.2878
脸谱,,3,0,-1.2878,3,1.2878
24000,,3,0,-1.2878,3,1.2878
36000,,3,0,-1.2878,3,1.2878
度假,,3,0,-1.2878,3,1.2878
国际形势,,3,0,-1.2878,3,1.2878
勒德,,3,0,-1.2878,3,1.2878
自由民主,,3,0,-1.2878,3,1.2878
所传,,3,0,-1.2878,3,1.2878
Sputnik,,3,0,-1.2878,3,1.2878
RT,,3,0,-1.2878,3,1.2878
Ruptly,,3,0,-1.2878,3,1.2878
国际广播电台,,3,0,-1.2878,3,1.2878
不见得,,3,0,-1.2878,3,1.2878
奏效,,3,0,-1.2878,3,1.2878
自上而下,,3,0,-1.2878,3,1.2878
多发,,3,0,-1.2878,3,1.2878
愈见,,3,0,-1.2878,3,1.2878
零散,,3,0,-1.2878,3,1.2878
厌倦,,3,0,-1.2878,3,1.2878
带头,,3,0,-1.2878,3,1.2878
限于,,3,0,-1.2878,3,1.2878
整整,,3,0,-1.2878,3,1.2878
亲身,,3,0,-1.2878,3,1.2878
企稳,,3,0,-1.2878,3,1.2878
司法人员,,3,0,-1.2878,3,1.2878
流亡,,3,0,-1.2878,3,1.2878
高喊,,3,0,-1.2878,3,1.2878
一发,,3,0,-1.2878,3,1.2878
每到,,3,0,-1.2878,3,1.2878
奶酪,,3,0,-1.2878,3,1.2878
缺失,,3,0,-1.2878,3,1.2878
增长,,30,14,-1.2783,16,1.2783
法,,30,14,-1.2783,16,1.2783
没有,,225,129,-1.2751,96,1.2751
类似,,19,8,-1.2676,11,1.2676
一次,,37,18,-1.2548,19,1.2548
则,,70,37,-1.2457,33,1.2457
明确,,28,13,-1.2418,15,1.2418
原定,,17,7,-1.2373,10,1.2373
处理,,17,7,-1.2373,10,1.2373
并未,,17,7,-1.2373,10,1.2373
大批,,17,7,-1.2373,10,1.2373
一定,,17,7,-1.2373,10,1.2373
们,,80,43,-1.2137,37,1.2137
引起,,15,6,-1.2088,9,1.2088
还称,,13,5,-1.1827,8,1.1827
足够,,13,5,-1.1827,8,1.1827
本周,,13,5,-1.1827,8,1.1827
满足,,13,5,-1.1827,8,1.1827
普通,,13,5,-1.1827,8,1.1827
大选,,13,5,-1.1827,8,1.1827
政策,,95,52,-1.1815,43,1.1815
较为,,5,1,-1.1716,4,1.1716
周刊,,5,1,-1.1716,4,1.1716
化石,,5,1,-1.1716,4,1.1716
暴徒,,5,1,-1.1716,4,1.1716
之上,,5,1,-1.1716,4,1.1716
郊区,,5,1,-1.1716,4,1.1716
尔,,5,1,-1.1716,4,1.1716
不容乐观,,5,1,-1.1716,4,1.1716
全境,,5,1,-1.1716,4,1.1716
抵制,,5,1,-1.1716,4,1.1716
外国语,,5,1,-1.1716,4,1.1716
阵线,,5,1,-1.1716,4,1.1716
双边关系,,5,1,-1.1716,4,1.1716
衣,,5,1,-1.1716,4,1.1716
三周,,5,1,-1.1716,4,1.1716
目光,,5,1,-1.1716,4,1.1716
质询,,5,1,-1.1716,4,1.1716
起初,,5,1,-1.1716,4,1.1716
吗,,5,1,-1.1716,4,1.1716
招致,,5,1,-1.1716,4,1.1716
劳工,,5,1,-1.1716,4,1.1716
考验,,5,1,-1.1716,4,1.1716
马上,,5,1,-1.1716,4,1.1716
外国游客,,5,1,-1.1716,4,1.1716
以为,,5,1,-1.1716,4,1.1716
遇到,,5,1,-1.1716,4,1.1716
分配,,5,1,-1.1716,4,1.1716
跌至,,5,1,-1.1716,4,1.1716
1700,,5,1,-1.1716,4,1.1716
66,,5,1,-1.1716,4,1.1716
高官,,5,1,-1.1716,4,1.1716
开车,,5,1,-1.1716,4,1.1716
焦虑,,5,1,-1.1716,4,1.1716
销售额,,5,1,-1.1716,4,1.1716
过后,,5,1,-1.1716,4,1.1716
法比尤斯,,5,1,-1.1716,4,1.1716
四大,,5,1,-1.1716,4,1.1716
穷人,,5,1,-1.1716,4,1.1716
决定性,,5,1,-1.1716,4,1.1716
受访,,5,1,-1.1716,4,1.1716
频频,,5,1,-1.1716,4,1.1716
上限,,5,1,-1.1716,4,1.1716
醒目,,5,1,-1.1716,4,1.1716
市政厅,,5,1,-1.1716,4,1.1716
未平,,5,1,-1.1716,4,1.1716
就是,,24,11,-1.1682,13,1.1682
环球时报,,24,11,-1.1682,13,1.1682
治理,,11,4,-1.1608,7,1.1608
少,,11,4,-1.1608,7,1.1608
并且,,11,4,-1.1608,7,1.1608
中新网,,11,4,-1.1608,7,1.1608
重点,,9,3,-1.1459,6,1.1459
比较,,9,3,-1.1459,6,1.1459
比如,,9,3,-1.1459,6,1.1459
本人,,9,3,-1.1459,6,1.1459
解释,,9,3,-1.1459,6,1.1459
见面,,9,3,-1.1459,6,1.1459
学者,,9,3,-1.1459,6,1.1459
钱,,9,3,-1.1459,6,1.1459
大楼,,9,3,-1.1459,6,1.1459
日常生活,,7,2,-1.1441,5,1.1441
54,,7,2,-1.1441,5,1.1441
回国,,7,2,-1.1441,5,1.1441
结果显示,,7,2,-1.1441,5,1.1441
召集,,7,2,-1.1441,5,1.1441
手段,,7,2,-1.1441,5,1.1441
市内,,7,2,-1.1441,5,1.1441
政治危机,,7,2,-1.1441,5,1.1441
容忍,,7,2,-1.1441,5,1.1441
资本,,7,2,-1.1441,5,1.1441
现实,,7,2,-1.1441,5,1.1441
同期,,7,2,-1.1441,5,1.1441
加征,,7,2,-1.1441,5,1.1441
依据,,7,2,-1.1441,5,1.1441
月份,,7,2,-1.1441,5,1.1441
老板,,7,2,-1.1441,5,1.1441
表面,,7,2,-1.1441,5,1.1441
智库,,7,2,-1.1441,5,1.1441
加,,7,2,-1.1441,5,1.1441
虚假,,7,2,-1.1441,5,1.1441
反,,45,23,-1.1374,22,1.1374
高,,22,10,-1.1311,12,1.1311
社交,,86,47,-1.126,39,1.126
起,,62,33,-1.1065,29,1.1065
上,,369,218,-1.1063,151,1.1063
预计,,29,14,-1.103,15,1.103
这种,,43,22,-1.1,21,1.1
15,,111,62,-1.0973,49,1.0973
主题,,20,9,-1.0939,11,1.0939
加大,,20,9,-1.0939,11,1.0939
制度,,20,9,-1.0939,11,1.0939
区,,20,9,-1.0939,11,1.0939
强硬,,20,9,-1.0939,11,1.0939
现在,,89,49,-1.0862,40,1.0862
提出,,72,39,-1.0795,33,1.0795
进入,,72,39,-1.0795,33,1.0795
多个,,34,17,-1.0573,17,1.0573
拘留,,18,8,-1.0565,10,1.0565
并,,335,198,-1.0414,137,1.0414
水平,,25,12,-1.0244,13,1.0244
身份,,16,7,-1.019,9,1.019
研究员,,16,7,-1.019,9,1.019
行为,,32,16,-1.0182,16,1.0182
第,,44,23,-0.9989,21,0.9989
个人,,14,6,-0.9816,8,0.9816
希望,,118,67,-0.9767,51,0.9767
为了,,42,22,-0.9612,20,0.9612
目前,,151,87,-0.9592,64,0.9592
条款,,12,5,-0.9445,7,0.9445
道路,,12,5,-0.9445,7,0.9445
而言,,12,5,-0.9445,7,0.9445
力度,,12,5,-0.9445,7,0.9445
相比,,12,5,-0.9445,7,0.9445
支出,,12,5,-0.9445,7,0.9445
公路,,12,5,-0.9445,7,0.9445
力量,,21,10,-0.9434,11,0.9434
家庭,,21,10,-0.9434,11,0.9434
范围,,21,10,-0.9434,11,0.9434
一场,,47,25,-0.9429,22,0.9429
报道,,351,209,-0.9394,142,0.9394
13,,69,38,-0.937,31,0.937
行动,,52,28,-0.929,24,0.929
举行,,167,97,-0.9209,70,0.9209
回到,,10,4,-0.9084,6,0.9084
数百名,,10,4,-0.9084,6,0.9084
即使,,10,4,-0.9084,6,0.9084
关心,,10,4,-0.9084,6,0.9084
荷兰,,10,4,-0.9084,6,0.9084
意见,,10,4,-0.9084,6,0.9084
先后,,10,4,-0.9084,6,0.9084
权利,,10,4,-0.9084,6,0.9084
事实,,10,4,-0.9084,6,0.9084
既,,10,4,-0.9084,6,0.9084
网站,,33,17,-0.9068,16,0.9068
传统,,45,24,-0.9059,21,0.9059
员工,,19,9,-0.9018,10,0.9018
竞选,,19,9,-0.9018,10,0.9018
万名,,19,9,-0.9018,10,0.9018
公开,,38,20,-0.8846,18,0.8846
第二次世界大战,,8,3,-0.8742,5,0.8742
期,,8,3,-0.8742,5,0.8742
建筑物,,8,3,-0.8742,5,0.8742
拿出,,8,3,-0.8742,5,0.8742
金融危机,,8,3,-0.8742,5,0.8742
引述,,8,3,-0.8742,5,0.8742
穿,,8,3,-0.8742,5,0.8742
多项,,8,3,-0.8742,5,0.8742
圣诞节,,8,3,-0.8742,5,0.8742
城堡,,8,3,-0.8742,5,0.8742
首次,,43,23,-0.8685,20,0.8685
党,,43,23,-0.8685,20,0.8685
规定,,17,8,-0.8593,9,0.8593
未能,,17,8,-0.8593,9,0.8593
大量,,17,8,-0.8593,9,0.8593
此举,,17,8,-0.8593,9,0.8593
秩序,,17,8,-0.8593,9,0.8593
